,full_name,line,movie,year,words,neg,neu,pos,compound
190,YINSEN,"He’s building your bomb. That’s twice I saved your life. Now are you going to tell me what the hell you’re really building? Finally, an idea of your own. My people have a tale, about a Prince -- much hated by his King -- who was banished to the underworld and jailed there... The evil King gave him the most difficult labor -- working the iron pits. Year after year the Prince mined the heavy ore, becoming so strong he could crush pieces of it together with his bare hands.  Too late, the King realized his mistake... When he struck at the Prince with his finest sword -- it broke in half.  The Prince himself had become strong as iron...",Iron Man,2008,122,0.198,0.724,0.078,-0.9478
191,PEPPER POTTS,So that’s it?  Everyone’s pulling the plug and moving on...,Iron Man,2008,11,0.0,1.0,0.0,0.0
192,JAMES RHODES,There’s nothing left we can do.  If there was any indication Tony was still alive--,Iron Man,2008,16,0.0,1.0,0.0,0.0
193,PEPPER POTTS,"Spare me.  I read the official e- mail.  Thought maybe you’d have something different to say. If anyone could figure out how to beat the odds, it’s Tony.  If it was you over there, he’d be finding a way to get you back.  Or inventing a new one. ",Iron Man,2008,53,0.0,1.0,0.0,0.0
194,JAMES RHODES,What do you want me to do?,Iron Man,2008,7,0.0,0.822,0.178,0.0772
195,PEPPER POTTS,Be a better friend to him.,Iron Man,2008,6,0.0,0.33,0.67,0.7269
196,GENERAL GABRIEL,"What do you think you’re doing, Rhodes? ",Iron Man,2008,8,0.0,1.0,0.0,0.0
197,JAMES RHODES,"Going back there, Sir. ",Iron Man,2008,5,0.0,1.0,0.0,0.0
198,GENERAL GABRIEL,"Listen, son -- it’s been three months without a single indication that Stark is still alive.  We can’t keep risking assets, least of all you. ",Iron Man,2008,27,0.083,0.761,0.156,0.25
199,JAMES RHODES,"Are you blocking my transfer, Sir? ",Iron Man,2008,7,0.342,0.658,0.0,-0.3818
200,GENERAL GABRIEL,Any one of these guys would kill for your career.  Are you telling me you’re willing to sacrifice that to fly a bunch of snake-eaters on a desert patrol half way around the world?,Iron Man,2008,35,0.132,0.868,0.0,-0.6908
201,JAMES RHODES,"I am, Sir. ",Iron Man,2008,4,0.0,1.0,0.0,0.0
202,GENERAL GABRIEL,Then I have one thing to say to you:  Godspeed. As you were.,Iron Man,2008,14,0.0,1.0,0.0,0.0
203,TONY STARK,We’re ready.  A week of assembly and we’re a go.,Iron Man,2008,11,0.0,0.737,0.263,0.3612
204,YINSEN,"Then perhaps it’s time we settle another matter... Ah, anchoring with 13-7.  You know, I have never met anyone who understands the nuances of this game like you.",Iron Man,2008,29,0.0,0.912,0.088,0.3612
205,TONY STARK,Right back at ya. You never told me where you’re from.,Iron Man,2008,11,0.0,1.0,0.0,0.0
206,YINSEN,I come from a small village not far from here.  It was a good place... before these men ravaged it.,Iron Man,2008,21,0.0,0.847,0.153,0.4404
207,TONY STARK,Do you have a family?,Iron Man,2008,5,0.0,1.0,0.0,0.0
208,YINSEN,"When I get out of here, I am going to see them again.   Do you have family, Stark? ",Iron Man,2008,21,0.0,1.0,0.0,0.0
209,TONY STARK,...no.,Iron Man,2008,1,0.0,1.0,0.0,0.0
210,YINSEN,You’re a man who has everything and nothing. Your laundry’s over there.,Iron Man,2008,12,0.0,1.0,0.0,0.0
211,ABU,You idiots don’t know what you’re doing with that game.,Iron Man,2008,10,0.0,1.0,0.0,0.0
212,TONY STARK,"Yeah-yeah, enjoy your laundry.",Iron Man,2008,4,0.0,0.484,0.516,0.4939
213,RAZA,You have till tomorrow to assemble my missile. Khalid.  Where is Stark?,Iron Man,2008,13,0.0,1.0,0.0,0.0
214,KHALID,Yinsen!  YINSEN!,Iron Man,2008,3,0.0,1.0,0.0,0.0
215,TONY STARK,"It’s frozen, the systems aren’t talking to each other.  Reset! ",Iron Man,2008,12,0.0,1.0,0.0,0.0
216,YINSEN,"No, they’re moving.  Very slow.",Iron Man,2008,6,0.355,0.645,0.0,-0.296
217,TONY STARK,Get to your cover.  Remember the checkpoints -- make sure each one is clear before you follow me out. YINSEN!,Iron Man,2008,21,0.0,0.776,0.224,0.636
218,YINSEN,STOP!  STOP!,Iron Man,2008,3,1.0,0.0,0.0,-0.6103
219,TONY STARK,We could’ve made it.  Both of us. You could’ve seen your family again.,Iron Man,2008,14,0.0,1.0,0.0,0.0
220,YINSEN,I am going to see them again. They’re waiting for me.,Iron Man,2008,11,0.0,1.0,0.0,0.0
221,JAMES RHODES,Saving your ass is getting to be a full time job.,Iron Man,2008,11,0.28,0.72,0.0,-0.5423
222,TONY STARK,Help me out of this thing--,Iron Man,2008,6,0.0,0.649,0.351,0.4019
223,JAMES RHODES,"I got you, pal.",Iron Man,2008,4,0.0,1.0,0.0,0.0
224,PEPPER POTTS,Thank you.,Iron Man,2008,2,0.0,0.286,0.714,0.3612
225,TONY STARK,Your eyes are red.  A few tears for your long-lost boss?,Iron Man,2008,12,0.174,0.826,0.0,-0.2263
226,PEPPER POTTS,Tears of joy.  I hate job hunting.,Iron Man,2008,8,0.452,0.242,0.306,-0.2023
227,HAPPY HOGAN,"Good to see you again, Sir. ",Iron Man,2008,7,0.0,0.633,0.367,0.4404
228,TONY STARK,You do something new with your hair?,Iron Man,2008,7,0.0,1.0,0.0,0.0
229,HAPPY HOGAN,"Wouldn’t dream of it, Sir. Where to, Mr. Stark? ",Iron Man,2008,10,0.0,0.8,0.2,0.25
230,PEPPER POTTS,We’re due at the hospital.,Iron Man,2008,5,0.0,1.0,0.0,0.0
231,TONY STARK,No -- to the office.    I’ve been in captivity for three months. There’s only two things I want to do.  I want to eat a cheeseburger. And I want to hold a press conference.,Iron Man,2008,38,0.071,0.804,0.125,-0.0772
232,OBADIAH STANE,"See this.  Huh.  Huh. Tony, thought we were meeting at the hospital.  You know there’s a lot of reporters in there.  What’s going on? ",Iron Man,2008,29,0.0,1.0,0.0,0.0
233,TONY STARK,You’ll see.  C’mon --,Iron Man,2008,5,0.0,1.0,0.0,0.0
234,PEPPER POTTS,"You’ll have to take a seat, Sir. ",Iron Man,2008,8,0.0,1.0,0.0,0.0
235,PHIL COULSON,"Oh, I’m not a reporter.  I’m Agent Phil Coulson with the Strategic Homeland Intervention, Enforcement and Logistics Division-- ",Iron Man,2008,20,0.0,1.0,0.0,0.0
236,PEPPER POTTS,That’s a mouthful.,Iron Man,2008,3,0.0,1.0,0.0,0.0
237,PHIL COULSON,I know. Here.,Iron Man,2008,3,0.0,1.0,0.0,0.0
238,PEPPER POTTS,"Look, Mr. Coulson, we’ve already spoken with the D.O.D., the FBI, the CIA-- ",Iron Man,2008,14,0.0,1.0,0.0,0.0
239,PHIL COULSON,We’re a separate division with a more...specific focus.  We need to debrief Tony about the circumstances of his escape.  More importantly--,Iron Man,2008,23,0.0,0.914,0.086,0.1779
240,PEPPER POTTS,"Well, great, I’ll let him know-- ",Iron Man,2008,7,0.0,0.392,0.608,0.7351
241,PHIL COULSON,--we’re here to help.  We’re here to listen.  I assure you Mr. Stark will want to talk to us.,Iron Man,2008,21,0.0,0.701,0.299,0.6597
242,PEPPER POTTS,I’m sure he will.  Now if you could just take your seat.,Iron Man,2008,13,0.0,0.827,0.173,0.3182
243,TONY STARK,I...can’t do this anymore.,Iron Man,2008,4,0.0,1.0,0.0,0.0
244,REPORTER # 1,You mean you’re retiring?,Iron Man,2008,4,0.0,1.0,0.0,0.0
245,TONY STARK,"No, I don’t want to retire.  I want to do something else.",Iron Man,2008,13,0.186,0.593,0.22,-0.1531
246,REPORTER # 1,Something besides weapons?,Iron Man,2008,3,0.592,0.408,0.0,-0.4404
247,TONY STARK,Yes.  That’s right.,Iron Man,2008,4,0.0,0.426,0.574,0.4019
248,REPORTER #2,"The official report was sketchy. What happened to you over there, Mr. Stark?",Iron Man,2008,13,0.0,1.0,0.0,0.0
249,TONY STARK,"What happened over there?  I had my eyes opened, that’s what happened. I saw my weapons, with my name on them, in the hands of thugs.  I thought we were doing good here...I can’t say that anymore.",Iron Man,2008,39,0.077,0.847,0.077,0.0
250,JAMES RHODES,"Uhh, weren’t we taking him to the hospital?",Iron Man,2008,8,0.0,1.0,0.0,0.0
251,REPORTER #2,"What do you intend to do about it, Mr. Stark? ",Iron Man,2008,11,0.0,1.0,0.0,0.0
252,TONY STARK,"The system is broken -- there’s no accountability whatsoever.  Right now, as of this second, we are freezing the sale of all Stark weaponry worldwide. We’ve lost our way.  I need to re- evaluate things.  And my heart’s telling me I have more to offer the planet than things that blow up.",Iron Man,2008,55,0.195,0.805,0.0,-0.836
253,REPORTER #3,So you’re saying...what are you saying?,Iron Man,2008,6,0.0,1.0,0.0,0.0
254,TONY STARK,"In the coming months, Mr. Stane here and I will set a new course for Stark Industries.  “Tomorrow Today” has always been our slogan. It’s time we try to live up to it.",Iron Man,2008,34,0.0,1.0,0.0,0.0
255,OBADIAH STANE,"Okay, I think we’re going to be selling a lot of newspapers here. What we should take away from this is that Tony’s back, he’s healthier than ever, and as soon as he heals up and takes some time off, we’re going to have a little internal discussion and get back to you. Thank you for coming by.",Iron Man,2008,58,0.0,0.923,0.077,0.5267
256,PEPPER POTTS,You mean that?  Or is this some clever stock-maneuver?,Iron Man,2008,10,0.0,0.704,0.296,0.5204
257,TONY STARK,Wait and see.,Iron Man,2008,3,0.0,1.0,0.0,0.0
258,OBADIAH STANE,"Well that went well.  You just painted targets on our heads.  Our stock is going to take a 40 point dive tomorrow. Tony, we are a weapons manufacturer.  Turning this company around to make baby bottles is like trying to get a bear to walk on its hind legs. ",Iron Man,2008,53,0.056,0.814,0.13,0.4215
259,TONY STARK,I don’t want a body count to be my only legacy. There are other things we can do.,Iron Man,2008,18,0.0,0.92,0.08,0.0772
260,OBADIAH STANE,Like what?,Iron Man,2008,2,0.0,0.286,0.714,0.3612
261,TONY STARK,We could develop the Arc Reactor.,Iron Man,2008,6,0.0,1.0,0.0,0.0
262,OBADIAH STANE,This?  This was a publicity stunt. It’s not even cost effective.  We knew that before we built it. Repulsor technology is a dead end.,Iron Man,2008,26,0.255,0.745,0.0,-0.7817
263,TONY STARK,No it isn’t.,Iron Man,2008,3,0.524,0.476,0.0,-0.296
264,OBADIAH STANE,Oh my God.  It is a miracle you are alive. What must have happened to you over there? We’re a team.  There is nothing we can’t do if we stick together -- like your father and I.  Let me handle this.  But you have to lay low.  Don’t talk to the press again.  Can you do that for me?,Iron Man,2008,65,0.042,0.832,0.126,0.4956
265,TONY STARK,Yes.  Thanks Obie.,Iron Man,2008,4,0.0,0.152,0.848,0.6808
266,JARVIS,"Hello, Mr. Stark. ",Iron Man,2008,4,0.0,1.0,0.0,0.0
267,TONY STARK,"Hello, Jarvis. ",Iron Man,2008,3,0.0,1.0,0.0,0.0
268,JARVIS,What can I do for you?,Iron Man,2008,6,0.0,1.0,0.0,0.0
269,TONY STARK,...I need to build a better heart.,Iron Man,2008,7,0.0,0.633,0.367,0.4404
270,JARVIS,"I’m not sure I follow, Sir. ",Iron Man,2008,7,0.329,0.671,0.0,-0.2411
271,TONY STARK,Give me a scan and you’ll see.,Iron Man,2008,7,0.0,1.0,0.0,0.0
272,JARVIS,What were your intentions for this device?,Iron Man,2008,7,0.0,1.0,0.0,0.0
273,TONY STARK,It powers an electromagnet which keeps the shrapnel from entering my heart. Can you recommend any ugrades?,Iron Man,2008,17,0.0,0.865,0.135,0.3612
274,JARVIS,It is difficult to offer counsel in light of the fact that your stated intentions are inconsistent with your actions.,Iron Man,2008,20,0.116,0.884,0.0,-0.3612
275,TONY STARK,What are you talking about?  That is ridiculous.  That is exactly the purpose of this invention.,Iron Man,2008,18,0.143,0.857,0.0,-0.3612
276,JARVIS,The energy yeild of this device outperforms your stated intention by eleven orders of magnitude. You could accomplish your stated goal with the power output of a car battery.,Iron Man,2008,29,0.0,0.841,0.159,0.5994
277,TONY STARK,Upgrade recommendations.  List.,Iron Man,2008,4,0.0,1.0,0.0,0.0
278,JARVIS,Why are you talking to me like a computer?,Iron Man,2008,9,0.0,0.737,0.263,0.3612
279,TONY STARK,Because you are acting like one.,Iron Man,2008,6,0.0,0.667,0.333,0.3612
280,JARVIS,Shall I disable random pattern conversation?,Iron Man,2008,6,0.0,1.0,0.0,0.0
281,TONY STARK,No.  It’s ok.  You are the only one who understands me.,Iron Man,2008,13,0.164,0.672,0.164,0.0
282,JARVIS,I don’t understand you sir.,Iron Man,2008,5,0.0,1.0,0.0,0.0
283,TONY STARK,Were you always this dry?  I remember you having more personality than this.,Iron Man,2008,14,0.0,1.0,0.0,0.0
284,JARVIS,Should I activate sarcasm harmonics?,Iron Man,2008,5,0.297,0.312,0.391,0.1531
285,TONY STARK,Fine.  Could you please make your recommendations now?,Iron Man,2008,9,0.0,0.594,0.406,0.4767
286,JARVIS,It would thrill me to no end.,Iron Man,2008,7,0.227,0.515,0.258,0.0772
287,TONY STARK,Ahh that’s more like it.,Iron Man,2008,5,0.0,0.589,0.411,0.4201
288,JARVIS,Should I begin machining the parts?,Iron Man,2008,6,0.0,1.0,0.0,0.0
289,TONY STARK,Machine away.,Iron Man,2008,2,0.0,1.0,0.0,0.0
290,RAZA,Keep looking.  I want all of it.,Iron Man,2008,8,0.0,0.794,0.206,0.0772
291,CRAMER,Stark International: I’ve got one recommendation.  Ready?  SEELLLL! Abandon ship!  Does the Hindenburg ring any bells?,Iron Man,2008,19,0.189,0.688,0.123,-0.3278
292,PHIL COULSON,Hello.  This is Agent Coulson with Strategic Homeland Inter-,Iron Man,2008,10,0.0,1.0,0.0,0.0
293,PEPPER POTTS,Yes.  I remember.  What can I do for you?,Iron Man,2008,11,0.0,0.69,0.31,0.4019
294,PHIL COULSON,I’ve left a number of messages trying to get something on the books with Mr. Stark.,Iron Man,2008,16,0.0,0.915,0.085,0.0772
295,PEPPER POTTS,I know this is a priority for him. The next few weeks are a bit up in the air and I can’t set appointments without speaking with him first.,Iron Man,2008,29,0.0,1.0,0.0,0.0
296,PHIL COULSON,Do you know when you will be speaking with him again?,Iron Man,2008,11,0.0,1.0,0.0,0.0
297,PEPPER POTTS,Not Sure.,Iron Man,2008,2,0.662,0.338,0.0,-0.2411
298,TONY STARK,Pepper?  How big are your hands?,Iron Man,2008,7,0.0,1.0,0.0,0.0
299,PHIL COULSON,What was that?,Iron Man,2008,3,0.0,1.0,0.0,0.0
300,PEPPER POTTS,"Agent Coulson, I really have to go. Let me get back to you later. What?",Iron Man,2008,15,0.0,1.0,0.0,0.0
301,TONY STARK,How big are your hands?,Iron Man,2008,5,0.0,1.0,0.0,0.0
302,PEPPER POTTS,I don’t under--,Iron Man,2008,3,0.0,1.0,0.0,0.0
303,TONY STARK,-- just get down here. Show me your hands.,Iron Man,2008,9,0.0,1.0,0.0,0.0
304,PEPPER POTTS,What?,Iron Man,2008,1,0.0,1.0,0.0,0.0
305,TONY STARK,"Just show me your hands. Perfect, they’re small.  I need you to help me. ",Iron Man,2008,16,0.0,0.632,0.368,0.7506
306,PEPPER POTTS,So that’s the thing that’s keeping you alive.,Iron Man,2008,8,0.0,0.729,0.271,0.3818
307,TONY STARK,That’s the thing that was keeping me alive.  It is now an antique. This is what will be keeping me alive for the foreseeable future.,Iron Man,2008,26,0.0,0.816,0.184,0.6369
308,PEPPER POTTS,Amazing.,Iron Man,2008,1,0.0,0.0,1.0,0.5859
309,TONY STARK,I’m going to swap them out and switch all functions to the new unit.,Iron Man,2008,14,0.0,1.0,0.0,0.0
310,PEPPER POTTS,Is it safe?,Iron Man,2008,3,0.0,0.408,0.592,0.4404
311,TONY STARK,Completely.  First I need you to reach in and--,Iron Man,2008,10,0.0,0.864,0.136,0.0258
312,PEPPER POTTS,Reach in to where?,Iron Man,2008,4,0.0,0.732,0.268,0.0258
313,TONY STARK,The socket.,Iron Man,2008,2,0.0,1.0,0.0,0.0
314,PEPPER POTTS,What socket?,Iron Man,2008,2,0.0,1.0,0.0,0.0
315,TONY STARK,"The chest socket. Listen carefully, because we have to do this in a matter of minutes. ",Iron Man,2008,17,0.0,0.833,0.167,0.1531
316,PEPPER POTTS,Or else what?,Iron Man,2008,3,0.0,1.0,0.0,0.0
317,TONY STARK,I can go into cardiac arrest.,Iron Man,2008,6,0.375,0.625,0.0,-0.34
318,PEPPER POTTS,I thought you said it was safe.,Iron Man,2008,7,0.0,0.633,0.367,0.4404
319,TONY STARK,I didn’t want you to panic.,Iron Man,2008,6,0.434,0.395,0.171,-0.4588
320,PEPPER POTTS,Oh my god...,Iron Man,2008,3,0.0,1.0,0.0,0.0
321,TONY STARK,Stay with me.  I need you to relieve the pressure on my myocardial nerve.,Iron Man,2008,15,0.14,0.701,0.159,0.0772
322,PEPPER POTTS,I don’t know how to do that.,Iron Man,2008,7,0.0,1.0,0.0,0.0
323,TONY STARK,I’m telling you.,Iron Man,2008,3,0.0,1.0,0.0,0.0
324,PEPPER POTTS,Sorry...,Iron Man,2008,1,0.0,1.0,0.0,0.0
325,TONY STARK,Listen.  I’m going to lift off the old chest piece--,Iron Man,2008,11,0.0,1.0,0.0,0.0
326,PEPPER POTTS,Won’t that make you die?,Iron Man,2008,5,0.494,0.506,0.0,-0.5994
327,TONY STARK,Not immediately.  When I lift it off I need you to reach into the socket as far as your hand can fit and gently move the housing away from my heart.  Do you know which direction that is?,Iron Man,2008,40,0.0,0.766,0.234,0.8316
328,PEPPER POTTS,To the right.,Iron Man,2008,3,0.0,1.0,0.0,0.0
329,TONY STARK,To my right.  Your left.,Iron Man,2008,6,0.0,1.0,0.0,0.0
330,PEPPER POTTS,To the left.,Iron Man,2008,3,0.0,1.0,0.0,0.0
331,TONY STARK,Right.,Iron Man,2008,1,0.0,1.0,0.0,0.0
332,PEPPER POTTS,Left.,Iron Man,2008,1,0.0,1.0,0.0,0.0
333,TONY STARK,Right.  Left.,Iron Man,2008,3,0.0,1.0,0.0,0.0
334,PEPPER POTTS,How deep does this go?,Iron Man,2008,5,0.0,1.0,0.0,0.0
335,TONY STARK,Keep going. That’s it.  Deeper.  Now press. Yes.  It’s releasing.,Iron Man,2008,13,0.0,0.769,0.231,0.4019
336,PEPPER POTTS,Ew!!! Pus!,Iron Man,2008,2,0.0,1.0,0.0,0.0
337,TONY STARK,"It’s not pus.  It’s an inorganic plasmic discharge.  It’s from the device, not my body. ",Iron Man,2008,18,0.0,1.0,0.0,0.0
338,PEPPER POTTS,Well it smells.  Am I done?,Iron Man,2008,7,0.0,0.656,0.344,0.2732
